Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price_INR_Lakhs,Mileage_km_kg,Power_bhp,Car_Age
Mumbai,18414,Diesel,Manual,First,5,725000.0,23.4,74.0,2
Kochi,40866,Petrol,Manual,First,5,547000.0,19.5,86.76,3
Pune,55001,Diesel,Automatic,First,5,3100000.0,16.36,187.7,5
Kochi,20469,Petrol,Automatic,First,4,3597999.9999999995,16.82,189.08,2
Jaipur,8500,Petrol,Manual,First,5,342000.0,21.1,55.2,2
Ahmedabad,45000,Diesel,Automatic,Second,5,1150000.0,16.77,241.38,11
Pune,6000,Petrol,Manual,First,5,725000.0,17.19,81.86,3
Chennai,11000,Diesel,Manual,First,5,800000.0,28.4,74.0,1
Kochi,80064,Diesel,Manual,First,5,733000.0,22.7,89.84,4
Kolkata,29930,Petrol,Manual,First,5,335000.0,18.9,67.1,3
Mumbai,49105,Diesel,Manual,First,5,440000.00000000006,20.34,103.2,6
Kolkata,55000,Petrol,Manual,First,5,299000.0,17.6,88.7,7
Bangalore,23000,Petrol,Manual,First,5,560000.0,18.7,88.7,4
Coimbatore,54727,Diesel,Manual,First,5,663000.0,20.14,88.73,3
Kochi,31426,Diesel,Manual,First,5,790000.0,21.66,108.62,1
Kochi,53442,Petrol,Manual,First,5,700000.0,16.8,116.3,4
Hyderabad,28000,Petrol,Automatic,First,5,495000.0,16.5,86.8,5
Mumbai,13412,Petrol,Automatic,First,5,919000.0,14.3,103.52,2
Hyderabad,70000,Diesel,Manual,First,5,510000.0,16.8,110.0,8
Jaipur,81310,Diesel,Manual,First,5,590000.0,21.19,88.76,4
Kochi,13574,Petrol,Automatic,First,5,951000.0,21.4,83.1,0
Mumbai,75000,Petrol,Manual,Second,5,390000.0,11.1,158.8,11
Coimbatore,58310,Petrol,Manual,Second,5,539000.0,19.1,85.8,5
Pune,90000,Diesel,Manual,Second,5,300000.0,19.3,73.9,10
Jaipur,83000,Diesel,Manual,First,5,430000.0,23.4,74.0,7
Jaipur,37282,Petrol,Manual,First,5,675000.0,20.85,83.14,2
Jaipur,23000,Petrol,Manual,First,5,450000.0,18.9,82.0,2
Chennai,82000,Diesel,Manual,First,5,275000.0,17.8,68.0,9
Chennai,31000,Diesel,Manual,First,5,900000.0,23.9,126.2,3
Delhi,45001,Diesel,Manual,Second,5,255000.0,20.0,68.05,5
Coimbatore,50446,Diesel,Manual,First,5,354000.0,21.12,88.8,5
Ahmedabad,89000,Petrol,Manual,First,5,425000.0,13.5,130.0,10
Ahmedabad,72000,Petrol,Manual,Second,5,120000.0,19.7,46.3,12
Ahmedabad,90000,Diesel,Automatic,First,5,1950000.0,22.48,190.0,6
Bangalore,76000,Diesel,Manual,Second,7,1200000.0,16.0,140.0,4
Hyderabad,78401,Diesel,Manual,First,5,390000.0,23.2,73.94,7
Kochi,38426,Diesel,Manual,First,5,913000.0,24.3,88.5,2
Pune,45000,Petrol,Manual,First,7,225000.0,15.1,73.0,8
Mumbai,83000,Petrol,Manual,First,5,325000.0,17.5,85.8,7
Coimbatore,50170,Diesel,Automatic,First,5,1479000.0,17.01,126.2,2
Mumbai,37822,Petrol,Manual,First,5,235000.0,22.5,67.04,9
Kolkata,33517,Diesel,Manual,First,5,310000.0,27.62,47.0,4
Delhi,110000,Diesel,Automatic,First,7,1290000.0,13.01,194.3,5
Kolkata,60000,Petrol,Manual,First,5,250000.0,21.1,55.2,2
Delhi,92408,Petrol,Manual,First,5,365000.0,18.5,82.85,6
Bangalore,45000,Petrol,Manual,First,5,750000.0,17.1,121.3,5
Kochi,33793,Petrol,Manual,First,5,374000.0,18.4,86.8,6
Kochi,26327,Petrol,Manual,First,5,586000.0,20.4,81.8,2
Coimbatore,20604,Diesel,Automatic,First,5,3962000.0,19.27,167.62,1
Coimbatore,61386,Diesel,Manual,First,5,705000.0,25.2,74.0,1
Delhi,11500,Diesel,Automatic,First,5,750000.0,28.4,74.0,1
Chennai,58000,Diesel,Manual,First,5,210000.0,25.44,57.6,7
Delhi,38000,Petrol,Automatic,First,5,1160000.0,13.7,157.75,5
Bangalore,49000,Diesel,Automatic,Second,5,1925000.0,14.84,167.62,7
Coimbatore,72202,Diesel,Manual,First,8,1792000.0000000002,13.68,147.8,2
Kolkata,7000,Petrol,Manual,First,5,360000.0,20.36,78.9,3
Ahmedabad,20000,Diesel,Manual,Second,5,450000.0,25.8,98.6,5
Hyderabad,14061,Diesel,Manual,First,5,740000.0,21.9,88.76,2
Coimbatore,30706,Diesel,Automatic,First,5,5929000.0,11.57,254.79,1
Kolkata,51387,Diesel,Manual,First,7,550000.0,12.05,120.0,8
Bangalore,44000,Petrol,Manual,Second,5,175000.0,15.3,83.0,13
Mumbai,12208,Petrol,Manual,First,5,675000.0,21.4,83.1,3
Chennai,55000,Diesel,Manual,First,5,395000.0,16.52,123.7,8
Mumbai,61600,Petrol,Manual,First,5,420000.0,17.1,121.3,8
Hyderabad,28414,Petrol,Manual,First,5,840000.0,17.0,118.0,3
Mumbai,27853,Petrol,Automatic,First,5,825000.0,17.21,103.5,2
Bangalore,55116,Petrol,Manual,First,5,331000.0,19.4,86.8,6
Ahmedabad,26000,Diesel,Manual,First,5,750000.0,26.59,74.0,2
Pune,45496,Petrol,Manual,First,5,475000.0,17.0,118.0,7
Pune,76000,Diesel,Automatic,Second,7,878999.9999999999,11.18,184.0,6
Pune,136000,Petrol,Manual,First,5,950000.0,13.1,157.75,5
Kolkata,38127,Petrol,Manual,First,5,155000.0,19.7,46.3,9
Jaipur,82450,Diesel,Manual,First,5,585000.0,23.0,90.0,5
Coimbatore,62497,Petrol,Manual,First,5,752000.0,15.8,110.0,5
Hyderabad,86732,Diesel,Manual,First,5,360000.0,23.08,63.1,8
Kochi,27969,Petrol,Manual,First,5,473000.00000000006,19.4,86.8,3
Delhi,66372,Diesel,Automatic,First,7,1050000.0,11.18,184.0,6
Coimbatore,73525,Diesel,Automatic,First,5,3454000.0,16.46,258.0,6
Kochi,20689,Petrol,Manual,First,5,607000.0,18.9,81.86,1
Coimbatore,25093,Petrol,Manual,First,5,776000.0,21.4,83.1,1
Coimbatore,49176,Diesel,Manual,First,8,746000.0,11.68,112.0,3
Delhi,87510,Diesel,Manual,First,5,349000.0,21.8,78.0,7
Coimbatore,38214,Petrol,Manual,Second,5,405000.0,18.5,80.0,7
Kochi,48986,Diesel,Manual,First,6,1188000.0,10.5,107.2,6
Pune,88000,Petrol,Automatic,First,5,645000.0,14.53,138.1,8
Pune,69002,Diesel,Automatic,First,5,5000000.0,15.97,258.0,4
Pune,43706,Petrol,Automatic,First,5,900000.0,10.9,215.0,8
Coimbatore,58671,Diesel,Automatic,First,5,1425000.0,17.01,126.2,3
Coimbatore,49404,Diesel,Manual,First,7,736000.0,18.49,100.0,2
Delhi,72000,Diesel,Manual,First,8,440000.00000000006,12.05,120.0,9
Mumbai,24000,Petrol,Manual,First,5,310000.0,25.17,53.3,3
Coimbatore,53285,Petrol,Automatic,First,5,428000.0,22.5,67.0,2
Pune,12000,Petrol,Manual,First,5,550000.0,16.1,85.0,2
Kolkata,45000,Diesel,Automatic,First,5,699000.0,17.0,105.0,7
Coimbatore,26234,Petrol,Manual,First,5,429000.0,24.7,47.3,1
Delhi,55000,Petrol,Manual,First,5,420000.0,18.6,85.8,5
Pune,90000,Diesel,Manual,First,5,411000.00000000006,23.0,90.0,7
Mumbai,48000,Diesel,Automatic,First,5,1875000.0,15.73,174.33,4
Mumbai,19863,Diesel,Automatic,First,5,6495000.0,11.57,254.79,2
Mumbai,55000,Petrol,Manual,Second,5,159000.0,19.81,68.05,9
Kolkata,4800,Petrol,Manual,First,5,360000.0,20.51,67.04,3
Kochi,38607,Petrol,Manual,Second,5,787000.0,17.8,117.3,2
Mumbai,3958,Petrol,Manual,First,5,555000.0,18.9,81.86,1
Jaipur,74000,Diesel,Manual,Second,5,640000.0,25.1,98.6,5
Mumbai,54540,Petrol,Manual,Third,5,265000.0,17.5,85.8,10
Delhi,58400,Petrol,Manual,First,5,550000.0,17.5,85.8,4
Kochi,73648,Diesel,Manual,First,7,731000.0,15.1,140.0,6
Jaipur,83000,Diesel,Manual,First,5,710000.0,28.09,88.5,3
Kochi,16159,Diesel,Manual,First,5,783000.0,22.32,126.32,3
Mumbai,150000,Diesel,Manual,First,5,85000.0,13.1,82.0,14
Mumbai,22100,Petrol,Manual,First,5,355000.0,19.4,86.8,5
Coimbatore,35043,Petrol,Manual,First,5,819000.0,17.19,81.86,2
Pune,24000,Diesel,Automatic,First,5,2800000.0,18.88,184.0,1
Chennai,480000,Diesel,Automatic,First,5,1300000.0,16.96,138.03,4
Chennai,70000,Petrol,Manual,Second,5,329000.0,15.26,103.5,8
Pune,13769,Petrol,Manual,Second,5,441000.0,16.1,85.0,4
Kolkata,58000,Diesel,Manual,First,5,499000.0,19.01,108.45,6
Hyderabad,58000,Diesel,Automatic,First,5,1798000.0,18.56,190.0,10
Coimbatore,18705,Diesel,Manual,First,5,771000.0,20.5,91.72,1
Delhi,32378,Petrol,Manual,First,5,280000.0,20.51,67.04,6
Kolkata,45000,Diesel,Manual,First,5,300000.0,22.1,76.9,6
Coimbatore,36836,Diesel,Manual,First,7,1249000.0,15.1,140.0,4
Kochi,54199,Diesel,Manual,First,5,500000.0,23.0,88.8,3
Kochi,36935,Diesel,Automatic,First,5,3264000.0,18.56,190.0,2
Chennai,23000,Diesel,Manual,First,5,650000.0,25.2,74.0,4
Bangalore,14000,Diesel,Automatic,First,5,3500000.0,18.12,190.0,4
Chennai,100073,Diesel,Manual,Second,5,200000.0,25.0,69.01,4
Kochi,59182,Diesel,Manual,First,7,946000.0,15.1,140.0,4
Kochi,72132,Diesel,Automatic,Second,7,3900000.0,12.07,241.4,3
Hyderabad,79000,Diesel,Automatic,First,5,1500000.0,18.48,177.0,10
Coimbatore,66930,Petrol,Manual,First,5,615000.0,17.1,121.3,6
Pune,100000,Diesel,Automatic,Second,7,1450000.0,13.01,194.3,4
Kochi,27413,Petrol,Automatic,First,5,518000.0,20.51,67.0,1
Pune,90000,Petrol,Manual,Second,5,124000.0,17.3,64.0,12
Kolkata,40300,Petrol,Manual,First,5,280000.0,18.5,82.85,6
Kochi,73783,Petrol,Automatic,Second,5,523000.00000000006,13.7,157.75,8
Pune,86000,Petrol,Manual,Second,5,45000.0,15.3,83.0,14
Delhi,65694,Petrol,Manual,First,5,325000.0,18.9,67.1,5
Kolkata,23000,Petrol,Manual,First,5,150000.0,16.8,34.2,4
Mumbai,51000,Petrol,Manual,First,5,285000.0,20.36,78.9,7
Kochi,18335,Petrol,Manual,First,5,450000.0,21.7,67.0,1
Bangalore,36000,Diesel,Automatic,First,5,1625000.0,15.0,107.3,5
Mumbai,25000,Petrol,Automatic,First,5,775000.0,17.21,103.5,2
Bangalore,81000,Diesel,Manual,Third,8,435000.0,12.05,120.0,12
Kochi,21719,Diesel,Automatic,First,7,3313000.0000000005,12.9,174.5,0
Coimbatore,75421,Diesel,Manual,First,5,363000.0,25.44,56.3,6
Delhi,80000,Diesel,Manual,First,8,475000.0,12.8,102.0,9
Kochi,10671,Petrol,Manual,First,5,651000.0,20.85,83.14,1
Hyderabad,4126,Petrol,Manual,First,5,480000.0,21.7,67.0,1
Hyderabad,98500,Diesel,Manual,First,5,600000.0,22.95,74.0,2
Coimbatore,61578,Petrol,Manual,First,5,640000.0,18.9,82.0,3
Ahmedabad,54000,Diesel,Manual,First,5,490000.00000000006,20.34,103.2,5
Coimbatore,70998,Diesel,Automatic,First,5,2057000.0,17.68,174.33,6
Kolkata,40082,Diesel,Manual,First,5,476000.0,19.3,73.9,4
Kochi,50619,Petrol,Manual,First,5,200000.0,18.0,62.0,7
Coimbatore,103905,Diesel,Automatic,First,5,992000.0,22.69,190.0,10
Kochi,15334,Petrol,Manual,First,5,369000.0,21.1,55.2,1
Hyderabad,69000,Diesel,Manual,First,5,575000.0,23.4,74.0,6
Hyderabad,75160,Diesel,Manual,First,5,570000.0,20.14,88.5,5
Coimbatore,44753,Petrol,Manual,First,5,494000.00000000006,18.0,86.7,5
Kochi,53024,Petrol,Automatic,First,5,429000.0,14.4,103.6,7
Kolkata,23840,Petrol,Manual,First,5,300000.0,20.51,67.04,5
Hyderabad,81298,Diesel,Manual,First,5,650000.0,20.14,88.8,5
Jaipur,59000,Petrol,Manual,Second,5,490000.00000000006,16.47,73.9,4
Kochi,51806,Diesel,Manual,First,5,540000.0,25.8,98.6,3
Delhi,56000,Diesel,Automatic,First,5,2400000.0,18.53,187.74,5
Kochi,29279,Diesel,Manual,First,5,746000.0,24.7,69.0,0
Kochi,33550,Diesel,Automatic,First,5,960000.0,21.5,108.5,2
Hyderabad,62000,Diesel,Automatic,First,5,2500000.0,18.53,187.74,5
Hyderabad,66000,Diesel,Manual,First,5,680000.0,19.01,108.5,5
Coimbatore,46630,Diesel,Automatic,First,5,859000.0,21.66,103.52,3
Hyderabad,72566,Diesel,Manual,First,5,529000.0,25.83,99.0,3
Pune,51482,Diesel,Manual,First,8,250000.0,15.42,70.0,8
Chennai,90000,Diesel,Automatic,First,5,1390000.0,14.84,167.62,8
Jaipur,69000,Diesel,Manual,Second,7,2000000.0,13.0,168.5,5
Delhi,90000,Petrol,Manual,Second,5,340000.0,17.0,118.0,8
Mumbai,39000,Petrol,Manual,First,5,550000.0,18.6,81.83,4
Hyderabad,110000,Diesel,Manual,Second,5,365000.0,20.54,103.6,7
Kochi,68022,Diesel,Manual,First,7,586000.0,13.1,141.0,8
Coimbatore,27852,Petrol,Automatic,First,5,1044000.0,14.8,121.36,1
Coimbatore,68439,Diesel,Manual,First,5,337000.0,23.0,90.0,8
Delhi,150000,Diesel,Manual,First,8,695000.0,12.99,100.6,8
Mumbai,14000,Diesel,Manual,First,5,990000.0,21.5,108.5,1
Hyderabad,71558,Diesel,Manual,First,5,330000.0,20.0,68.05,7
Delhi,48000,Diesel,Automatic,Second,4,5050000.0,17.85,300.0,6
Jaipur,65800,Diesel,Automatic,First,5,1250000.0,17.01,126.2,4
Hyderabad,53000,Diesel,Automatic,First,5,2050000.0,16.55,140.0,5
Kolkata,14600,Diesel,Manual,First,7,1450000.0,16.0,140.0,2
Jaipur,34429,Diesel,Automatic,First,7,2000000.0,13.8,174.57,2
Delhi,52000,Diesel,Manual,First,5,525000.0,23.4,74.0,5
Kolkata,25470,Petrol,Manual,First,5,590000.0,20.73,91.1,4
Pune,22000,Petrol,Manual,First,5,260000.0,21.1,55.2,6
Chennai,75000,Diesel,Automatic,First,5,1100000.0,11.0,198.5,12
Pune,95995,Diesel,Automatic,First,5,1550000.0,18.48,177.0,8
Jaipur,26877,Diesel,Manual,First,5,575000.0,24.0,73.97,2
Hyderabad,26000,Diesel,Automatic,First,5,7500000.0,14.47,301.73,4
Chennai,140000,Diesel,Manual,Second,5,200000.0,17.8,75.0,12
Hyderabad,95291,Petrol,Manual,First,5,230000.0,17.92,62.1,11
Hyderabad,135000,Diesel,Manual,Second,8,819999.9999999999,12.8,102.0,10
Kolkata,32000,Petrol,Manual,First,5,480000.0,18.6,81.83,4
Mumbai,68333,Diesel,Automatic,Second,5,850000.0,11.0,198.5,11
Chennai,72000,Diesel,Manual,First,5,290000.0,20.0,68.0,8
Ahmedabad,52100,Diesel,Manual,First,5,650000.0,21.43,86.79,7
Jaipur,10000,Petrol,Manual,First,5,585000.0,18.9,81.86,1
Coimbatore,6261,Diesel,Manual,First,5,2391000.0,16.3,170.0,0
Coimbatore,3906,Petrol,Automatic,First,5,736000.0,20.89,81.8,0
Pune,55960,Diesel,Manual,First,7,1725000.0,11.5,171.0,5
Jaipur,144000,Diesel,Manual,First,5,700000.0,20.54,103.6,6
Mumbai,38000,Diesel,Manual,First,7,1764999.9999999998,13.68,147.8,2
Jaipur,51000,Diesel,Manual,First,5,250000.0,20.0,68.1,6
Hyderabad,150000,Diesel,Manual,First,5,600000.0,23.59,67.05,4
Mumbai,2500,Diesel,Manual,First,7,825000.0,18.06,63.0,1
Kochi,41661,Diesel,Automatic,First,5,4483000.0,12.7,187.7,1
Delhi,64000,Diesel,Automatic,First,5,1050000.0,16.07,181.0,8
Bangalore,80000,Petrol,Manual,Second,5,190000.0,13.2,94.0,11
Jaipur,30000,Petrol,Automatic,Second,5,425000.0,23.1,67.04,3
Chennai,43000,Diesel,Automatic,Second,5,2650000.0,16.36,187.7,5
Bangalore,90000,Diesel,Automatic,Second,5,2250000.0,12.4,179.5,6
Hyderabad,123880,Diesel,Manual,First,5,330000.0,23.08,63.1,8
Jaipur,42000,Petrol,Manual,Second,5,430000.0,18.0,86.7,4
Chennai,79824,Diesel,Manual,First,5,525000.0,19.87,83.8,7
Jaipur,75000,Diesel,Manual,First,8,1175000.0,12.99,100.6,4
Ahmedabad,72411,Petrol,Manual,First,5,425000.0,18.0,86.7,5
Delhi,63000,Diesel,Automatic,First,5,1422000.0,14.94,204.0,7
Chennai,53713,Petrol,Manual,First,5,420000.0,17.71,78.9,4
Delhi,18000,Diesel,Automatic,First,8,1825000.0,11.36,171.5,2
Bangalore,51000,Diesel,Manual,First,5,1850000.0,15.8,170.0,6
Chennai,86700,Petrol,Manual,Second,5,240000.0,16.1,88.2,11
Kolkata,29000,Diesel,Manual,First,5,650000.0,27.39,74.0,3
Hyderabad,56000,LPG,Manual,First,5,320000.0,13.45,62.1,5
Mumbai,33000,Petrol,Automatic,First,5,399000.0,23.1,67.04,4
Kochi,64394,Diesel,Manual,First,5,545000.0,22.7,89.84,5
Hyderabad,76000,Diesel,Manual,First,5,270000.0,18.8,90.0,9
Mumbai,48719,Diesel,Manual,First,5,625000.0,27.3,98.6,3
Coimbatore,59711,Diesel,Manual,First,7,1328000.0,15.1,140.0,3
Hyderabad,83000,Diesel,Manual,First,5,370000.0,23.08,63.1,7
Coimbatore,10714,Diesel,Automatic,First,5,3951000.0,19.27,167.62,1
Hyderabad,127510,Diesel,Manual,Second,5,140000.0,19.0,90.0,9
Kolkata,35010,Diesel,Manual,First,5,350000.0,22.9,74.0,5
Jaipur,75451,Petrol,Manual,First,5,378000.0,17.5,85.8,7
Pune,83000,Diesel,Manual,First,5,270000.0,19.09,69.01,4
Kolkata,38755,Diesel,Manual,First,5,320000.0,25.8,98.6,6
Delhi,30000,Petrol,Manual,First,5,500000.0,20.4,81.8,3
Chennai,40000,Diesel,Manual,First,7,700000.0,20.77,88.8,7
Kolkata,19500,Petrol,Manual,Second,5,285000.0,18.9,82.0,5
Ahmedabad,41000,Petrol,Manual,First,5,425000.0,19.69,67.04,3
Bangalore,30000,Petrol,Manual,Second,5,490000.00000000006,18.9,82.0,5
Hyderabad,37000,Diesel,Manual,First,5,1689999.9999999998,17.1,170.0,2
Delhi,62000,Diesel,Manual,Second,5,425000.0,22.07,73.9,5
Pune,42023,Petrol,Automatic,First,5,434000.0,15.5,86.7,4
Kolkata,51001,Diesel,Automatic,First,5,1700000.0,16.09,184.0,7
Kochi,55389,Diesel,Automatic,First,5,2845000.0,18.88,184.0,2
Kochi,46728,Petrol,Automatic,First,5,615000.0,15.6,116.3,5
Kochi,58995,Diesel,Manual,First,7,925000.0,12.83,162.0,5
Delhi,37857,Diesel,Manual,First,5,485000.0,26.59,74.0,4
Jaipur,71000,Diesel,Manual,First,5,480000.0,25.2,74.0,5
Pune,49024,Petrol,Manual,First,5,230000.0,18.4,86.8,7
Mumbai,10770,Petrol,Manual,First,5,475000.0,18.9,82.0,3
Pune,72000,Diesel,Manual,First,5,500000.0,22.95,74.0,2
Jaipur,91000,Petrol,Manual,First,5,250000.0,21.1,55.2,4
Mumbai,14000,Petrol,Manual,First,5,595000.0,18.6,81.83,2
Delhi,48000,Diesel,Automatic,Second,5,1600000.0,9.0,181.0,5
Delhi,75136,Diesel,Manual,First,5,615000.0,22.7,89.84,5
Hyderabad,32500,Petrol,Manual,Second,5,405000.0,21.1,85.8,5
Hyderabad,94500,Diesel,Manual,Second,5,310000.0,21.9,90.0,9
Hyderabad,34900,Petrol,Manual,First,5,549000.0,22.0,81.8,6
Coimbatore,42400,Petrol,Automatic,Third,4,4291000.0,8.0,394.3,9
Jaipur,50000,Diesel,Manual,First,5,570000.0,17.8,75.0,4
Kolkata,35000,Petrol,Manual,First,5,285000.0,19.4,86.8,5
Bangalore,37000,Petrol,Manual,Second,5,235000.0,18.6,79.4,7
Coimbatore,32807,Petrol,Automatic,First,5,1476000.0,13.0,121.3,1
Pune,119000,Petrol,Manual,Second,5,225000.0,17.7,78.0,11
Mumbai,12000,Petrol,Manual,First,5,365000.0,18.5,85.8,3
Delhi,46727,Diesel,Manual,First,5,725000.0,22.77,98.59,3
Hyderabad,73336,Diesel,Automatic,First,5,1069000.0,13.2,170.0,9
Mumbai,9000,Petrol,Manual,Second,5,550000.0,17.01,121.3,5
Chennai,240000,Diesel,Manual,Fourth_Above,8,510000.0,12.8,102.0,14
Mumbai,25422,Petrol,Manual,First,5,325000.0,22.5,67.04,5
Mumbai,14000,Diesel,Manual,First,7,925000.0,25.47,88.5,1
Hyderabad,66000,Petrol,Manual,First,5,170000.0,19.7,46.3,11
Kochi,55324,Petrol,Manual,First,5,287000.0,19.0,66.1,9
Bangalore,90000,Diesel,Automatic,First,5,1775000.0,11.0,235.0,10
Kolkata,43000,Petrol,Manual,First,5,450000.0,18.15,82.0,2
Bangalore,58483,Petrol,Automatic,Second,5,295000.0,19.2,80.0,11
Pune,93000,Petrol,Automatic,Second,5,260000.0,12.9,130.0,12
Hyderabad,50000,Petrol,Manual,First,5,300000.0,20.36,78.9,9
Ahmedabad,78616,Diesel,Automatic,Second,5,1550000.0,14.84,170.0,5
Pune,37000,Petrol,Manual,First,5,280000.0,17.6,88.73,8
Kolkata,54801,Petrol,Manual,First,5,250000.0,17.0,118.0,9
Bangalore,29000,Diesel,Manual,First,5,575000.0,23.4,74.0,5
Pune,68000,Petrol,Manual,First,5,280000.0,22.0,81.8,9
Kolkata,58000,Petrol,Manual,First,5,459000.0,17.01,121.3,5
Pune,64290,Diesel,Manual,First,5,365000.0,23.2,73.94,7
Mumbai,31000,Diesel,Manual,First,7,1985000.0,13.0,168.5,4
Pune,16039,Diesel,Manual,First,5,1850000.0,17.1,170.0,1
Hyderabad,19860,Petrol,Manual,First,5,695000.0,18.6,81.83,2
Delhi,48500,CNG,Manual,Second,5,285000.0,26.6,58.16,5
Jaipur,75391,Diesel,Manual,First,7,375000.0,13.93,138.0,7
Jaipur,78000,Diesel,Manual,Second,5,230000.0,19.3,73.9,11
Kolkata,78000,Diesel,Manual,First,5,230000.0,25.0,69.01,3
Hyderabad,52000,Diesel,Manual,First,5,595000.0,28.4,74.0,3
Kolkata,30000,Petrol,Automatic,First,5,349000.0,23.1,67.04,3
Coimbatore,19254,Diesel,Automatic,First,5,4770000.0,14.69,258.0,3
Coimbatore,29651,Petrol,Manual,First,5,643000.0,16.47,74.0,4
Bangalore,80000,Diesel,Manual,First,7,450000.0,13.93,138.03,8
Kolkata,2971,Petrol,Automatic,First,4,3975000.0,13.6,181.0,1
Kolkata,21400,Petrol,Manual,First,5,400000.0,15.6,70.0,4
Ahmedabad,77000,Diesel,Manual,First,5,698000.0,26.0,98.6,4
Delhi,80000,Diesel,Manual,Second,7,175000.0,12.6,112.0,13
Delhi,81755,Diesel,Manual,First,5,475000.0,20.0,108.5,6
Hyderabad,99593,Diesel,Manual,First,7,2350000.0,11.5,171.0,3
Hyderabad,39791,Diesel,Manual,First,5,749000.0,22.32,126.32,5
Hyderabad,113000,Diesel,Manual,First,7,1085000.0,15.1,140.0,4
Mumbai,24000,Petrol,Manual,First,5,350000.0,25.17,53.3,2
Bangalore,39000,Petrol,Manual,Second,5,630000.0,18.6,81.83,4
Bangalore,37000,Petrol,Automatic,First,5,675000.0,15.6,116.3,7
Coimbatore,61108,Diesel,Automatic,First,7,2888000.0,10.91,197.0,2
Kochi,61648,Petrol,Automatic,First,5,1423000.0,13.7,157.75,3
Mumbai,37000,Diesel,Automatic,Third,5,1500000.0,22.69,190.0,7
Mumbai,53000,CNG,Manual,First,7,580000.0,22.8,80.9,6
Jaipur,65000,Diesel,Manual,First,5,375000.0,23.2,73.94,6
Jaipur,148009,Diesel,Manual,Second,7,1275000.0,11.5,171.0,8
Mumbai,53001,Petrol,Manual,First,5,195000.0,16.1,88.2,10
Mumbai,22345,Petrol,Manual,First,5,495000.0,20.3,84.0,1
Delhi,50000,Petrol,Automatic,First,5,825000.0,18.0,117.3,4
Hyderabad,48183,Diesel,Automatic,First,5,2099000.0,13.2,170.0,6
Hyderabad,93000,Diesel,Automatic,Second,5,1750000.0,14.21,203.0,9
Kochi,53500,Diesel,Manual,First,5,536000.0,28.4,74.0,4
Delhi,17585,Petrol,Manual,First,7,635000.0,16.02,93.7,5
Kolkata,36226,Petrol,Manual,First,5,295000.0,17.01,121.3,8
Coimbatore,25899,Diesel,Automatic,First,5,5570000.0,12.63,147.5,0
Kolkata,60170,Petrol,Manual,First,5,115000.0,0.0,62.0,10
Hyderabad,11200,Diesel,Automatic,First,5,3750000.0,19.27,167.62,2
Kochi,49045,Petrol,Manual,First,5,407000.0,20.36,78.9,2
Kolkata,45000,Diesel,Manual,First,5,299000.0,22.07,73.9,7
Delhi,40000,Diesel,Manual,First,5,790000.0,24.3,88.5,2
Mumbai,36600,Diesel,Manual,First,5,749000.0,19.87,83.8,3
Jaipur,117000,Diesel,Manual,First,5,110000.0,18.0,75.0,10
Delhi,16000,Diesel,Automatic,First,7,5600000.0,11.3,254.8,3
Mumbai,50000,Diesel,Manual,First,5,350000.0,25.4,73.97,3
Hyderabad,150000,Diesel,Manual,First,5,300000.0,18.1,110.0,11
Mumbai,11000,Petrol,Manual,First,5,610000.0,17.01,121.3,5
Bangalore,102016,Petrol,Manual,First,5,225000.0,15.6,70.0,9
Chennai,38000,Diesel,Manual,First,5,595000.0,25.2,74.0,3
Hyderabad,71491,Diesel,Manual,First,5,495000.0,23.08,63.12,6
Bangalore,46354,Petrol,Manual,Second,5,549000.0,16.47,74.0,4
Delhi,87000,Diesel,Automatic,First,5,667000.0,22.69,190.0,0
Ahmedabad,20765,Petrol,Manual,First,5,625000.0,15.0,103.52,4
Coimbatore,51076,Diesel,Automatic,First,7,3488000.0000000005,12.07,241.4,5
Jaipur,84085,Diesel,Manual,First,5,690000.0,26.21,88.5,3
Kolkata,55000,Diesel,Manual,First,5,599000.0,25.1,98.6,5
Mumbai,73000,Petrol,Automatic,First,5,1040000.0,10.93,272.0,9
Pune,50001,Diesel,Automatic,First,5,2900000.0,14.57,241.38,7
Coimbatore,93166,Diesel,Manual,Second,7,585000.0,14.02,118.3,3
Kochi,99583,Petrol,Automatic,Third,5,221000.0,12.0,100.0,13
Mumbai,72000,Petrol,Manual,First,5,240000.0,15.5,103.3,9
Pune,70000,Petrol,Manual,Third,5,300000.0,14.53,138.1,10
Pune,61000,Petrol,Automatic,Second,5,375000.0,14.4,103.6,7
Pune,66510,Petrol,Manual,First,5,295000.0,21.1,55.2,4
Hyderabad,84062,Diesel,Manual,First,5,580000.0,20.0,108.5,8
Hyderabad,80799,Diesel,Manual,First,5,490000.00000000006,22.9,74.0,7
Kolkata,5000,Petrol,Automatic,First,5,1695000.0,14.28,138.03,1
Hyderabad,92000,Diesel,Manual,First,8,1250000.0,12.99,100.0,6
Hyderabad,53000,Diesel,Manual,First,5,500000.0,27.28,69.0,2
Mumbai,39822,Petrol,Manual,First,5,468000.0,15.41,103.52,4
Mumbai,29000,Diesel,Automatic,First,7,2980000.0,10.91,197.0,3
Kochi,24214,Petrol,Manual,Second,5,346000.0,25.17,53.3,2
Pune,75000,Diesel,Manual,First,5,400000.0,23.0,90.0,7
Chennai,77216,Diesel,Manual,Second,5,450000.0,17.5,106.0,7
